,Title,Year,Genre,Rating,Votes
9117,Brother's Keeper,2013,Drama,5.3,419
9118,Frankenstein: Day of the Beast,2011,Horror,3.7,131
9119,Frauenzimmer,2010,Documentary,7.3,22
9120,Heavy Metal Picnic,2010,"Comedy,Documentary,Music",6.9,11
9121,Hell and Back Again,2011,"Action,Documentary,History",6.5,2136
9122,Identical,2011,Thriller,3.7,289
9123,Ikland,2011,"Adventure,Documentary",8.7,6
9124,Illegal Love,2011,"Documentary,Family,History",6.6,14
9125,Jig,2011,"Documentary,Musical",6.7,318
9126,Kêtai deka 3 the movie: Môningu musume. kyuushutsu daisakusen! - Pandora no hako no himitsu,2011,Action,5.3,6
9127,Laskar pemimpi,2010,"Comedy,Musical,War",5.7,26
9128,"Lihat boleh, pegang jangan",2010,Comedy,3.0,9
9129,Meanwhile,2011,Drama,6.8,364
9130,Moonrise Kingdom,2012,"Adventure,Comedy,Drama",7.8,291750
9131,More Than Diamonds,2010,"Drama,Family",8.2,24
9132,Much Ado About Nothing,2010,"Comedy,Drama,Romance",4.5,8
9133,Nicotine Stains,2013,"Horror,Sci-Fi,Thriller",6.2,50
9134,Ninjas vs. Vampires,2010,"Action,Comedy,Fantasy",2.9,471
9135,One Week in Windchocombe,2011,Horror,5.8,11
9136,Paper Ketchup,2010,"Comedy,Musical,Romance",7.9,7
9137,Paul Goodman Changed My Life,2011,"Biography,Documentary,Drama",6.5,116
9138,Peach Plum Pear,2011,Drama,6.6,98
9139,Pengantin Pantai Biru,2010,Horror,2.5,26
9140,Perjaka terakhir 2,2010,Comedy,4.4,13
9141,Pocong jumat kliwon,2010,"Comedy,Horror",2.6,16
9142,Forbidden House,2011,"Drama,Horror",4.1,127
9143,Raising Renee,2011,"Biography,Documentary,Family",7.5,37
9144,Red Lights,2012,"Drama,Fantasy,Horror",6.2,55287
9145,Riemuruhtinaat,2010,Documentary,6.8,11
9146,Rintihan kuntilanak perawan,2010,Horror,3.9,67
9147,Sang Pencerah,2010,"Biography,Drama",6.8,200
9148,Satu jam saja,2010,Drama,7.1,37
9149,Setup,2011,"Action,Crime,Drama",4.4,19712
9150,Silver Circle,2013,"Animation,Thriller",6.4,62
9151,Sjaak the World,2010,"Adventure,Biography,Documentary",8.7,7
9152,Sound of My Voice,2011,"Drama,Mystery,Sci-Fi",6.6,19387
9153,Starting at the Finish Line: The Coach Buehler Story,2010,Documentary,7.3,9
9154,Sweetheart,2010,Drama,6.0,7
9155,Brooklyn Brothers Beat the Best,2011,"Comedy,Music",6.5,473
9156,The Collection,2012,"Action,Horror,Thriller",6.1,42256
9157,The Natural State of America,2011,Documentary,8.7,15
9158,Pennsylvania Holy Ghosts,2014,"Comedy,Drama",7.3,10
9159,Tiger Eyes,2012,Drama,6.4,1792
9160,To Akhire Mun,2010,Drama,6.4,7
9161,Saya-zamurai,2010,Comedy,6.9,852
9162,Veer!,2012,"Comedy,Drama,Romance",7.4,68
9163,White House,2010,"Drama,Horror,Thriller",4.7,41
9164,Death in an Afternoon,2010,Comedy,4.6,9
9165,A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.1,53805
9166,A Moment in Time,2010,Documentary,8.7,19
9167,A Taste,2010,Horror,6.4,8
9168,Alice in Murderland,2010,"Horror,Thriller",1.9,852
9169,American Ghost Hunter,2010,Documentary,4.4,255
9170,An African Journey with Jonathan Dimbleby,2010,Documentary,7.7,23
9171,Art Machine,2012,Comedy,6.4,106
9172,No Entry No Exit,2010,"Crime,Documentary",7.5,39
9173,August,2011,"Drama,Romance",5.9,1609
9174,Avariyno katzane,2010,Drama,6.1,19
9175,Backstabber,2011,Horror,5.6,55
9176,Bar Sport,2011,Comedy,4.9,696
9177,Barney: I Love My Friends,2012,Family,7.6,9
9178,Battle for America,2010,Documentary,3.3,262
9179,Resident Evil: Damnation,2012,"Action,Animation,Horror",6.6,17164
9180,Birds of a Feather,2011,Comedy,7.5,56
9181,Black Brown White,2011,Drama,6.9,94
9182,Black Eyed Peas 3D: Live,2010,Music,8.5,13
9183,Blood Money,2012,"Action,Thriller",3.3,531
9184,Au bistro du coin,2011,Comedy,3.6,74
9185,Bright Day!,2010,"Adventure,Comedy,Documentary",7.5,18
9186,Paradise Broken,2011,"Crime,Drama",7.4,16
9187,Broken,2010,Drama,6.6,7
9188,Buck,2011,Documentary,7.6,3045
9189,Bunker of Blood,2011,Horror,3.1,72
9190,Camp Casserole,2011,Documentary,7.2,9
9191,Capture Anthologies: The Dimensions of Self,2011,Sci-Fi,6.1,19
9192,Centro De Gravidade,2011,"Drama,Music",6.4,37
9193,Charlotte: A Wooden Boat Story,2011,"Documentary,Drama",7.8,9
9194,Chekavar,2010,Drama,4.7,28
9195,Sexual Chronicles of a French Family,2012,"Comedy,Drama,Romance",5.3,3526
9196,Cielo senza terra,2010,Drama,7.9,11
9197,Cisne,2011,Drama,5.3,82
9198,Club Zeus,2011,Drama,5.5,83
9199,Cointelpro 101,2010,"Documentary,History",7.8,18
9200,Crook: It's Good to Be Bad,2010,"Action,Drama,Thriller",5.1,1640
9201,Curitiba Zero Grau,2010,Drama,6.5,37
9202,Coteau Rouge,2011,Comedy,6.0,103
9203,Dance of Outlaws,2012,"Documentary,Drama",5.8,22
9204,David,2011,"Drama,Family",7.5,82
9205,Clubbing,2010,Adventure,6.8,134
9206,De l'huile sur le feu,2011,Comedy,4.2,165
9207,Dessine-toi...,2010,Documentary,8.0,12
9208,Detour,2013,"Horror,Romance,Thriller",5.3,750
9209,Diciottanni - Il mondo ai miei piedi,2010,Drama,4.5,56
9210,Two Rabbits,2012,"Action,Thriller",7.4,4718
9211,Dominant Gene,2011,"Action,Adventure,Sci-Fi",6.4,12
9212,Don't Mess with the IRS,2010,"Action,Comedy",7.9,8
9213,Doraleous and Associates,2010,Animation,8.6,367
9214,Down the Road Again,2011,Drama,6.9,129
9215,Dracula and Stoker,2012,Horror,6.3,9
9216,Du sköna,2010,Drama,6.3,83
9217,Easter Bunny Bloodbath,2010,"Comedy,Horror",3.9,133
9218,Eaters,2011,Horror,4.1,1302
9219,HeartCatch PreCure the Movie: Fashion Show in the Flower Capital... Really?!,2010,Animation,7.1,19
9220,Ein Sommer voller Türen,2010,Documentary,6.3,7
9221,El Sanatorio,2010,"Comedy,Horror",5.6,143
9222,August,2011,Drama,5.3,731
9223,En attendant Godard,2010,"Drama,Romance",7.3,10
9224,En attendant le vote...,2011,Drama,7.8,11
9225,Mercury Plains,2016,"Action,Adventure,Drama",4.3,1128
9226,Epitaph: Bread and Salt,2013,"Action,Horror,Sci-Fi",4.3,65
9227,Erratum,2010,Drama,6.9,426
9228,The Day I Saw Your Heart,2011,"Comedy,Drama",6.6,1419
9229,Welcome To Dopeland,2011,"Comedy,Sci-Fi",5.4,14
9230,Eyes Find Eyes,2011,"Crime,Romance,Thriller",5.1,15
9231,Famine,2011,"Comedy,Horror",3.3,421
9232,"Farewell, My Queen",2012,"Drama,History,Romance",6.3,7550
9233,Feral Autumn,2010,Horror,5.9,13
9234,Ferocious,2013,Thriller,4.5,336
9235,Forever Yours,2011,Horror,7.1,68
9236,Four Fifteen,2011,"Drama,Romance",8.0,9
9237,The Iran Job,2012,"Documentary,Sport",7.1,562
9238,Break Blade : The Earth of Calamity,2010,"Action,Animation,Drama",7.1,134
9239,German Sons,2011,Documentary,5.8,9
9240,Get a Job,2010,Comedy,4.8,15
9241,Summer Games,2011,"Drama,Romance",6.6,361
9242,Toll Booth,2010,Drama,6.4,2147
9243,Gless,2010,"Horror,Thriller",3.6,5
9244,Guilty Pleasures,2010,Documentary,7.0,62
9245,Come as You Are,2011,"Comedy,Drama",7.4,6704
9246,Hemel,2012,Drama,5.7,1254
9247,The Hero,2014,Drama,8.1,36
9248,Het geheim van de Vughtse Heide,2010,"Adventure,Mystery",6.6,16
9249,"Hjelp, vi er russ",2011,Comedy,3.2,411
9250,Homecoming,2011,Comedy,6.0,5
9251,Hoodoo Voodoo,2010,"Action,Western",7.1,12
9252,Days of Harvest,2010,Drama,6.3,80
9253,Ika-sampu,2010,Horror,7.2,11
9254,Il pozzo: Voci d'acqua dall'Etiopia,2010,"Adventure,Documentary",7.1,8
9255,Israel vs Israel,2010,Documentary,7.4,67
9256,Someday,2011,Drama,7.0,54
9257,Shame the Devil,2013,"Crime,Horror,Thriller",3.6,458
9258,Jessicka Rabid,2010,Horror,3.5,179
9259,Eternal Moment,2011,Romance,5.5,250
9260,Rabies,2010,Horror,5.9,2553
9261,A Tibetan Love Song,2010,Drama,5.7,23
9262,Karen Cries on the Bus,2011,Drama,6.7,322
9263,Kenneyville,2011,Thriller,3.6,97
9264,Kineserna Kommer,2010,"Documentary,Drama",6.0,11
9265,King of Baltimore,2010,"Action,Drama",4.9,7
9266,Klown Kamp Massacre,2010,"Comedy,Horror",4.1,230
9267,The Crypt of Count Dracoola,2011,"Adventure,Comedy,Fantasy",2.4,1453
9268,La castración,2012,Drama,6.6,32
9269,The End,2011,Drama,7.4,21
9270,Las Acacias,2011,Drama,6.9,2093
9271,Leave It on the Floor,2011,"Comedy,Drama,Musical",6.3,375
9272,Les Misérables in Concert: The 25th Anniversary,2010,"Drama,Music,Musical",8.8,4583
9273,Lethal Obsession,2010,Horror,3.2,70
9274,The Butcher of Prague,2011,"Drama,History,War",6.9,1147
9275,"Liebling, lass uns scheiden!",2010,Comedy,5.2,56
9276,Life in Movement,2011,"Biography,Documentary",7.4,49
9277,Little Terrors,2014,Drama,6.9,95
9278,Living Will...,2010,Comedy,4.6,566
9279,Look at What the Light Did Now,2010,Music,7.4,86
9280,Louis Sullivan: the Struggle for American Architecture,2010,Documentary,7.9,9
9281,Love Stalker,2011,Comedy,7.9,69
9282,Madame X,2010,"Action,Comedy",6.4,57
9283,Mahpeyker - Kösem Sultan,2010,"Drama,History",4.8,283
9284,Malevolent Ascent,2010,"Action,Adventure,Horror",5.1,18
9285,Mallorca Zombie,2011,Horror,3.5,24
9286,Mardock Scramble: The First Compression,2010,"Action,Animation,Drama",6.6,1146
9287,Marihuana radioactiva interplanetaria,2010,"Comedy,Thriller",6.2,11
9288,Railway Spine,2016,"Crime,Drama,War",8.1,15
9289,Michael,2011,"Drama,Thriller",5.9,95
9290,Je m'appelle Bernadette,2011,"Biography,Drama",6.5,126
9291,Ferozz: The Wild Red Riding Hood,2010,"Fantasy,Horror",4.3,120
9292,Mother: Caring for 7 Billion,2011,"Documentary,News",7.7,124
9293,Motivational Growth,2013,"Comedy,Drama,Fantasy",5.7,439
9294,Music High,2012,Comedy,7.4,55
9295,My Blood,2012,Drama,6.4,13
9296,My Sweet Canary,2011,Documentary,8.0,57
9297,Murder Sisters,2011,Drama,5.4,11
9298,Naked As We Came,2012,Drama,6.2,1434
9299,Kawa,2010,"Drama,Romance",6.1,308
9301,OJ Simpson: Monster or Myth?,2010,Documentary,4.9,85
9302,Off the Rez,2011,"Documentary,Family,Sport",9.2,74
9303,One Way Trip,2011,Horror,4.5,578
9304,Art of Deception,2018,"Action,Drama,Thriller",8.3,76
9305,Ons Identitéit - Mir hunn se fonnt,2010,Comedy,8.2,16
9306,Operation Shmenti Capelli,2011,Comedy,7.3,1231
9307,The Big Everything,2015,"Comedy,Drama,Sci-Fi",7.0,39
9308,Paappi Appachaa,2010,"Comedy,Drama",4.9,166
9309,Paranoid Activity 2,2011,Horror,2.4,405
9310,Parastasul lui Viorel nu se mai tine aici,2010,Comedy,8.8,19
9311,Part Time Fabulous,2011,Drama,8.4,45
9312,The Hollywood Complex,2011,"Biography,Comedy,Documentary",6.7,350
9313,Pioneers of the Deep,2010,Documentary,8.6,8
9314,Mulroney: The Opera,2011,"Comedy,Musical",5.9,22
9315,Light After Darkness,2012,Drama,6.6,4475
9316,Prosecutor,2010,Documentary,7.6,38
9317,Rabat,2011,Drama,7.1,1859
9318,Ragada,2010,"Action,Comedy,Drama",6.1,743
9319,Forever Yours,2011,Documentary,6.5,25
9321,Razorblade City,2010,Action,3.7,68
9322,Reds & Blues: The Ballad of Dixie & Kenny,2010,Comedy,7.0,99
9324,República,2010,"Comedy,Drama",7.3,64
9325,Return of Sergeant Lapins,2010,"Comedy,Drama",7.0,193
9326,Riptide,2010,Documentary,5.5,18
9327,River of Victory,2010,"Biography,Documentary",4.7,6
9328,Robotropolis,2011,"Action,Adventure,Sci-Fi",3.0,1146
9329,Román pro muze,2010,Comedy,5.0,147
9330,Santa's Apprentice,2010,"Animation,Comedy",6.5,320
9331,Unschooled: Save Our Future,2013,"Biography,Documentary,Drama",8.2,5
9332,Scorn,2011,Drama,8.1,7
9333,Senioritis,2011,"Comedy,Drama,Romance",6.8,6
9334,Servitude,2011,Comedy,4.6,226
9335,"Severn, la voix de nos enfants",2010,"Biography,Documentary",7.7,6
9336,The Way of the Spur,2012,"Action,Thriller,Western",8.1,16
9337,Saving Souls,2010,Documentary,6.4,25
9338,Battleground,2012,"Action,Horror,Thriller",4.2,1244
9339,Sleepless Nights: Revisiting the Slumber Party Massacres,2010,Documentary,7.1,36
9340,Stepping Into the Fire,2011,"Adventure,Biography,Documentary",6.8,153
9341,Storm Surfers 3D,2012,"Adventure,Documentary",6.5,362
9342,Day and Night,2010,Drama,5.6,292
9343,Taken by Storm: The Art of Storm Thorgerson and Hipgnosis,2013,"Biography,Documentary,History",8.9,10
9344,Tales of the Waria,2011,"Documentary,Romance",7.5,15
9345,Taliya.Date.Com,2010,"Biography,Comedy,Documentary",8.8,21
9346,Taxi Ballad,2011,Drama,6.2,119
9347,The Anniversary at Shallow Creek,2011,"Horror,Thriller",3.8,323
9348,The Burbank Playas Present: Manipede!,2011,Comedy,5.7,9
9349,The Busters - Eine Band für die Ewigkeit,2010,Documentary,7.8,5
9350,The Company We Keep,2010,"Comedy,Romance",6.1,41
9351,Who Bombed Judi Bari?,2012,"Biography,Crime,Documentary",8.0,29
9352,Prisoners of the Dead,2011,"Action,Adventure,Comedy",5.9,169
9353,The Forest Is Red,2012,Drama,8.7,15
9354,The Garage Hoppers,2011,"Adventure,Comedy",7.4,7
9355,The Ghastly Love of Johnny X,2012,"Comedy,Fantasy,Musical",5.7,386
9356,The Lamp,2011,"Drama,Family",6.0,359
9357,The Last Buffalo Hunt,2011,"Documentary,History",5.5,13
9358,Last Prince of Atlantis,2018,"Adventure,Animation,Family",5.5,10
9359,The Last Shot,2010,Action,8.0,9
9360,The Little Prince,2015,"Adventure,Animation,Drama",7.7,50015
9361,The Magic of Christmas II,2010,Family,7.6,9
9362,The Mandarin Orange Boy,2010,Comedy,5.5,13
9363,The Polar Explorer,2011,Documentary,8.6,27
9364,The Sea,2013,Drama,6.1,301
9365,The Shriven,2010,Sci-Fi,3.8,13
9366,The Spade County Massacre,2011,Horror,5.2,39
9367,The Way to Paradise,2011,"Action,Comedy,Thriller",6.1,31
9368,The Woods,2011,Comedy,5.9,68
9369,Chloe and Theo,2015,"Comedy,Drama",5.9,1382
9370,Thomas Mao,2010,"Comedy,Fantasy,Sci-Fi",5.6,12
9371,3 of a Kind,2012,"Crime,Drama",4.8,158
9372,Tin God,2011,"Drama,Thriller",7.1,26
9373,Tom Toal: On the Scrapheap,2010,"Comedy,Documentary",5.6,8
9374,Toonstone,2014,"Action,Animation,Comedy",7.6,202
9375,Toy Masters,2012,"Biography,Comedy,Documentary",8.7,10
9376,Transit Cities,2010,"Drama,Family",5.9,56
9377,Traveling at the Speed of Life,2011,Drama,4.2,5
9378,Treatment,2011,"Comedy,Drama",4.3,50
9379,Les tribulations d'une caissière,2011,Comedy,5.4,367
9380,Truth Seekers,2011,Drama,6.2,8
9381,You Will Be My Son,2011,"Drama,Thriller",6.9,963
9382,Uma Noite em 67,2010,"Documentary,Music",7.8,306
9383,Un nuage dans un verre d'eau,2012,"Fantasy,Thriller",7.7,38
9384,InAPPropriate Comedy,2013,Comedy,2.9,4041
9385,Urban Crazy,2010,"Documentary,Drama",8.7,6
9386,Being Us,2013,Drama,6.4,97
9387,Brothers,2011,Drama,5.8,149
9388,Villain and Widow,2010,"Comedy,Crime,Romance",6.5,209
9389,Waiting for Lightning,2012,Documentary,7.3,585
9390,Wedding Dress,2010,Drama,7.7,535
9391,Western X,2016,"Drama,Fantasy,Western",5.0,9
9392,Without a Father,2010,"Drama,Family",4.9,62
9393,Wrath,2011,Thriller,3.5,313
9394,Yeh Saali Zindagi,2011,"Crime,Drama,Thriller",7.5,4154
9395,eCupid,2011,Romance,5.2,2025
9396,El secreto,2010,"Mystery,Thriller",6.6,30
9397,Holidays by the Sea,2011,Comedy,5.7,323
9398,We Still Live Here: Âs Nutayuneân,2010,"Biography,Documentary,History",7.8,38
9399,Última sesión,2010,Drama,6.2,5
9400,Rock Bottom,2013,"Comedy,Drama",4.1,27
9401,0.56% ¿Qué le pasó a México?,2010,"Biography,Documentary,Drama",7.2,46
9402,The Exam,2011,"Drama,History,Thriller",7.4,1338
9403,April Fool,2010,Comedy,3.6,67
9404,Awakening the Skeena,2010,"Adventure,Documentary",6.0,7
9405,Welcome to the North,2012,Comedy,5.3,2963
9406,Blubberella,2011,"Action,Comedy",2.4,2276
9407,Carl Panzram: The Spirit of Hatred and Vengeance,2011,"Biography,Crime,Documentary",6.5,541
9408,Crowbar,2010,"Horror,Thriller",4.6,61
9409,Desperate Endeavors,2012,"Comedy,Drama",7.2,41
9410,Dookudu,2011,"Action,Comedy",7.5,11792
9411,The Color Out of Space,2010,"Drama,Horror,Mystery",6.6,948
9412,Die letzte Lüge,2011,"Comedy,Romance",5.4,54
9413,Dong feng po,2010,Drama,7.3,200
9414,Dreaming the Quiet Man,2010,Documentary,7.5,44
9415,Everything In-Between: The Story of Ellipse,2010,Documentary,9.2,12
9416,Exorcism,2014,Horror,2.7,159
9417,Fake It So Real,2011,Documentary,6.5,85
9418,Fils unique,2011,Drama,7.0,22
9419,Get Lamp,2010,Documentary,7.1,729
9420,Gnarr,2010,Documentary,7.4,266
9421,Boy Toys,2010,Drama,5.9,17
9422,The Devil in the Skin,2011,Drama,7.0,44
9423,The Giants,2011,"Adventure,Drama",6.7,1647
9424,Dark Impulse,2011,Thriller,5.2,466
9425,Love During Wartime,2010,Documentary,6.6,28
9426,Marianne,2011,"Drama,Fantasy,Horror",4.8,449
9427,"Marieke, Marieke",2010,Drama,5.8,133
9428,Married in a Year,2011,Romance,3.6,89
9429,Neon Sky,2013,"Drama,Family",8.7,6
9430,The Orion,2010,Drama,6.5,33
9431,Pegasus,2010,Drama,6.2,75
9432,Pehla Sitara,2012,Romance,7.4,16
9433,Piano Lessons,2010,"Drama,Mystery,Thriller",6.3,6
9434,Perfect Wedding,2010,"Comedy,Romance",4.9,172
9435,Querida voy a comprar cigarrillos y vuelvo,2011,"Comedy,Drama",6.8,529
9436,Radiohead Live in Praha,2010,Music,8.9,19
9437,Real Men Wear Pink,2011,Comedy,6.0,7
9438,Redford Sent Us,2011,Documentary,6.5,6
9439,Roepman,2011,Drama,7.4,77
9440,Ruiner,2010,"Horror,Thriller",5.4,20
9441,Salvage Dream,2010,"Drama,Sci-Fi",8.5,6
9442,Starbuck,2011,"Comedy,Drama,Romance",7.3,15146
9443,Suika,2010,Comedy,8.4,12
9444,Superhelde,2011,Comedy,4.1,19
9445,Tang Bohu dian Qiuxiang 2 zhi Si Da Caizi,2010,Comedy,3.8,108
9446,Terry,2011,"Crime,Drama",5.2,315
9447,The Broken Tower,2011,"Biography,Drama,History",5.1,1119
9448,The Day,2011,"Action,Drama,Horror",5.2,11732
9449,The Girl in the White Coat,2011,Drama,6.9,8
9450,The Godchild,2010,Fantasy,5.8,9
9451,The Last First Comic,2010,Documentary,9.0,5
9452,The Rule of Law,2012,"Action,Crime,Drama",5.9,45
9453,The Tea Man,2010,"Crime,Mystery,Thriller",3.4,9
9454,The Uninvited,2010,Horror,5.7,12
9455,The Unleashed,2011,"Drama,Horror,Thriller",3.9,267
9456,The Wizard's Christmas,2014,"Animation,Family,Fantasy",5.3,22
9457,Three Days in the Woods,2010,Horror,5.0,28
9458,Till My Heartaches End,2010,"Drama,Romance",6.2,64
9459,Twixt,2011,"Comedy,Fantasy,Horror",4.8,9774
9460,Viernes de Ánimas: El camino de las flores,2011,Horror,4.0,36
9461,Worms,2013,"Adventure,Animation,Family",4.5,123
9462,Writer's Block,2010,Comedy,7.1,11
9463,Zimmer 202 - Peter Bichsel in Paris,2010,"Biography,Documentary",8.0,16
9464,AU3 (Autopista Central),2010,Documentary,8.0,12
9465,Al final de la escapada,2010,Documentary,7.5,12
9466,Amounting to Nothing,2011,Comedy,8.0,5
9467,Anwar,2010,"Action,Drama,Thriller",6.3,497
9468,Arrieros,2010,Documentary,5.8,5
9469,Brent Houzenga: Hybrid Pioneer,2010,"Biography,Documentary",8.4,17
9470,Bubba Moon Face,2011,Drama,5.8,16
9471,Cheluveye Ninna Nodalu,2010,Romance,6.4,23
9472,Code 37,2011,"Crime,Drama",6.1,600
9473,Conan the Barbarian: The Motion Comic,2011,Action,4.4,15
9474,Davpech,2010,Drama,6.7,15
9475,Die Ameise der Kunst,2010,Documentary,6.1,8
9477,Apartment 143,2011,"Horror,Thriller",5.1,10575
9478,Extracted,2012,"Drama,Sci-Fi",6.5,11016
9479,Fast Talk,2011,"Documentary,Sport",5.0,5
9480,Painless,2012,"Fantasy,Horror,Mystery",6.2,3086
9481,Outrageus Office,2010,Comedy,8.5,6
9482,Jackie,2010,Action,7.1,1338
9483,Life Before Wedding,2010,"Comedy,Drama,Romance",7.0,137
9484,Los Serdán. Secretos de una familia de héroes,2010,Documentary,6.7,17
9485,Mitt,2014,"Biography,Documentary,Family",6.9,2307
9486,Marcelino Pan y Vino,2010,"Drama,Family",6.0,139
9487,Orchids: My Intersex Adventure,2010,Documentary,6.8,106
9488,Paranormal Whacktivity,2013,"Comedy,Horror",2.4,1058
9490,Skinning the Cat,2010,"Drama,Thriller",8.3,9
9491,Take One: A Documentary Film About Swedish House Mafia,2010,Documentary,7.3,609
9492,The Sadist,2015,"Action,Horror,Mystery",4.6,69
9493,A Nossa Forma de Vida,2011,Documentary,7.9,26
9494,Tiempo muerto,2010,Documentary,7.6,8
9495,"Titeuf, le film",2011,"Animation,Comedy",5.7,507
9496,Un cine como tú en un país como éste,2010,Documentary,7.2,22
9497,Utopia London,2010,"Documentary,History",8.7,20
9498,Viimeinen kapinallinen,2010,Drama,7.0,5
9499,Walad w Bent,2010,Romance,6.8,90
9500,Woody Island,2010,"Adventure,Mystery,Thriller",8.2,17
9501,¡Vivan las antípodas!,2011,Documentary,7.2,565
9502,Çakal,2010,Crime,6.6,1378
9503,Blue Like Jazz,2012,"Comedy,Drama",5.9,2810
9504,Bombay Beach,2011,"Documentary,Drama,Musical",7.0,1185
9505,Diana,2013,"Biography,Drama,Romance",5.5,17608
9506,El grito en la sangre,2014,"Action,Adventure,Drama",7.6,13
9507,Farmer's Tan,2010,"Comedy,Family,Romance",7.5,13
9508,Unconditional,2012,"Biography,Crime,Drama",7.2,4418
9509,For the Love of Elephants,2010,"Biography,Documentary",8.7,15
9510,"Inshallah, football",2010,"Documentary,History,Sport",7.6,64
9511,King of the Underground,2011,"Comedy,Drama,Horror",6.6,83
9512,Life Just Is,2012,Drama,3.7,156
9513,Like Crazy,2011,"Drama,Romance",6.7,55841
9514,People Like Us,2010,Drama,6.4,13
9515,Quirky Guys and Gals,2011,Comedy,6.3,106
9516,Shi,2012,"Crime,Romance,Thriller",4.0,5
9517,Soul Kittens Cabaret,2011,Musical,6.0,45
9518,Stud Life,2012,"Drama,Romance",5.7,85
9519,Summer of Dreams,2011,"Drama,Family,Music",5.2,13
9520,The Big Slick,2011,Comedy,7.9,17
9521,The Bigfoot Election,2011,Comedy,7.2,20
9522,The Grand Hotel,2010,"Documentary,Drama",8.2,5
9523,The To Do List,2013,"Comedy,Romance",5.8,34524
9524,The Snowman,2017,"Crime,Drama,Mystery",5.1,47890
9525,Tiburon,2013,"Drama,Thriller",8.3,27
9526,This Is 40,2012,"Comedy,Romance",6.2,118862
9527,Wildness,2012,"Biography,Documentary,History",8.4,15
9528,Wrestling for Jesus: The Tale of T-Money,2011,"Documentary,Drama",5.6,41
9529,The Mosk,2010,"Comedy,Drama",6.8,9
9530,Getting Outer Space,2010,"Comedy,Drama",8.5,11
9531,Trouble in the Heights,2011,Drama,6.4,88
9532,Iranium,2011,"Documentary,History,News",4.0,199
9533,The Loving Story,2011,"Documentary,Drama,History",7.6,655
9534,Nefarious: Merchant of Souls,2011,Documentary,7.5,433
9535,Pâtonâzu,2010,Drama,7.3,18
9536,Sawdust City,2011,Drama,6.9,47
9537,Charlie Says,2018,"Biography,Crime,Drama",5.6,519
9538,A mama luchshe!,2010,"Comedy,Drama",1.7,18
9539,Ne skazhu,2010,Drama,6.6,156
9540,Neurotypical,2013,"Documentary,Drama,Family",7.3,33
9541,Pestrye sumerki,2010,"Drama,Music",7.2,14
9542,2 alam,2010,"Drama,Horror,Thriller",3.6,30
9544,Cuti-cuti cinta,2010,"Comedy,Romance",7.1,14
9545,Deliverance from Evil,2012,Horror,3.1,92
